sourcesourceDB,sourceCollection,sourceFieldLocation,sourceDataType,destinationTable,destinationField,destinationDataType,function,meta
agent-core,agentToDo,_id.toDoId,string,agent_todo_BACKDATED_CLAIM,id,string,,
agent-core,agentToDo,toDoProperties.currentWorkgroup,string,agent_todo_BOOK_APPOINTMENT_WORK_GROUP_CHANGE,toDoProperties_currentWorkgroup,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.youngestChildAge,string,agent_todo_BOOK_APPOINTMENT_WORK_GROUP_CHANGE,toDoProperties_youngestChildAge,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.youngestChildName,string,agent_todo_BOOK_APPOINTMENT_WORK_GROUP_CHANGE,toDoProperties_youngestChildName,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_BOOK_APPOINTMENT_WORK_GROUP_CHANGE,toDoProperties_type,string,,JsonTypeName : BOOK_APPOINTMENT_WORK_GROUP_CHANGE PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_BOOK_APPOINTMENT_WORK_GROUP_CHANGE,id,string,,
agent-core,agentToDo,toDoProperties.assessmentPeriodId,string,agent_todo_CALCULATE_DEDUCTIONS_PROPERTIES,toDoProperties_assessmentPeriodId,string,,UUID:uk.gov.dwp.universe.contract.assessment.period.AssessmentPeriodId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.hasDmsDebt,boolean,agent_todo_CALCULATE_DEDUCTIONS_PROPERTIES,toDoProperties_hasDmsDebt,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.hasNonDmsDebt,boolean,agent_todo_CALCULATE_DEDUCTIONS_PROPERTIES,toDoProperties_hasNonDmsDebt,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.manualCalculationReason.additionalInformation,string,agent_todo_CALCULATE_DEDUCTIONS_PROPERTIES,toDoProperties_manualCalculationReason_additionalInformation,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.manualCalculationReason.type,string,agent_todo_CALCULATE_DEDUCTIONS_PROPERTIES,toDoProperties_manualCalculationReason_type,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.manualCalculationReason._type,string,agent_todo_CALCULATE_DEDUCTIONS_PROPERTIES,toDoProperties_manualCalculationReason__type,string,,JsonTypeName : WITH_ADDITIONAL_INFORMATION PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_CALCULATE_DEDUCTIONS_PROPERTIES,toDoProperties_type,string,,JsonTypeName : CALCULATE_DEDUCTIONS_PROPERTIES PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_CALCULATE_DEDUCTIONS_PROPERTIES,id,string,,
agent-core,agentToDo,toDoProperties.assessmentPeriodId,string,agent_todo_CHECK_CIS_FOR_CARERS_ALLOWANCE_TO_DO_PROPERTIES,toDoProperties_assessmentPeriodId,string,,UUID:uk.gov.dwp.universe.contract.assessment.period.AssessmentPeriodId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_CHECK_CIS_FOR_CARERS_ALLOWANCE_TO_DO_PROPERTIES,toDoProperties_type,string,,JsonTypeName : CHECK_CIS_FOR_CARERS_ALLOWANCE_TO_DO_PROPERTIES PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_CHECK_CIS_FOR_CARERS_ALLOWANCE_TO_DO_PROPERTIES,id,string,,
agent-core,agentToDo,toDoProperties.addressMismatch,boolean,agent_todo_CHECK_PERSONAL_DETAILS,toDoProperties_addressMismatch,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.dateOfBirthMismatch,boolean,agent_todo_CHECK_PERSONAL_DETAILS,toDoProperties_dateOfBirthMismatch,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.dobStatusMistmatch,boolean,agent_todo_CHECK_PERSONAL_DETAILS,toDoProperties_dobStatusMistmatch,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.firstNameMismatch,boolean,agent_todo_CHECK_PERSONAL_DETAILS,toDoProperties_firstNameMismatch,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.lastNameMismatch,boolean,agent_todo_CHECK_PERSONAL_DETAILS,toDoProperties_lastNameMismatch,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.middleNameMismatch,boolean,agent_todo_CHECK_PERSONAL_DETAILS,toDoProperties_middleNameMismatch,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.phoneNumberMismatch,boolean,agent_todo_CHECK_PERSONAL_DETAILS,toDoProperties_phoneNumberMismatch,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_CHECK_PERSONAL_DETAILS,toDoProperties_type,string,,JsonTypeName : CHECK_PERSONAL_DETAILS PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_CHECK_PERSONAL_DETAILS,id,string,,
agent-core,agentToDo,toDoProperties.dueDate,string,agent_todo_CHECK_PREGNANCY_DETAILS_PROPERTIES,toDoProperties_dueDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_CHECK_PREGNANCY_DETAILS_PROPERTIES,toDoProperties_type,string,,JsonTypeName : CHECK_PREGNANCY_DETAILS_PROPERTIES PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_CHECK_PREGNANCY_DETAILS_PROPERTIES,id,string,,
agent-core,agentToDo,toDoProperties.declarationId,string,agent_todo_CHECK_WORKGROUP_AND_COMMITMENT_ON_HEALTH_AND_DISABILITY_CHANGE,toDoProperties_declarationId,string,,UUID:uk.gov.dwp.universe.declaration.DeclarationId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.healthAndDisabilitySummary.agentToCallTerminallyIllClaimant,boolean,agent_todo_CHECK_WORKGROUP_AND_COMMITMENT_ON_HEALTH_AND_DISABILITY_CHANGE,toDoProperties_healthAndDisabilitySummary_agentToCallTerminallyIllClaimant,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.healthAndDisabilitySummary.claimantId,string,agent_todo_CHECK_WORKGROUP_AND_COMMITMENT_ON_HEALTH_AND_DISABILITY_CHANGE,toDoProperties_healthAndDisabilitySummary_claimantId,string,,UUID:uk.gov.dwp.universe.identification.ids.ClaimantId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.healthAndDisabilitySummary.contractId,string,agent_todo_CHECK_WORKGROUP_AND_COMMITMENT_ON_HEALTH_AND_DISABILITY_CHANGE,toDoProperties_healthAndDisabilitySummary_contractId,string,,UUID:uk.gov.dwp.universe.claim.ContractId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.healthAndDisabilitySummary.copiedFromDeclarationId,string,agent_todo_CHECK_WORKGROUP_AND_COMMITMENT_ON_HEALTH_AND_DISABILITY_CHANGE,toDoProperties_healthAndDisabilitySummary_copiedFromDeclarationId,string,,UUID:uk.gov.dwp.universe.declaration.DeclarationId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.healthAndDisabilitySummary.name,string,agent_todo_CHECK_WORKGROUP_AND_COMMITMENT_ON_HEALTH_AND_DISABILITY_CHANGE,toDoProperties_healthAndDisabilitySummary_name,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.healthAndDisabilitySummary.partnerDeclaration,boolean,agent_todo_CHECK_WORKGROUP_AND_COMMITMENT_ON_HEALTH_AND_DISABILITY_CHANGE,toDoProperties_healthAndDisabilitySummary_partnerDeclaration,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.healthAndDisabilitySummary.processId,string,agent_todo_CHECK_WORKGROUP_AND_COMMITMENT_ON_HEALTH_AND_DISABILITY_CHANGE,toDoProperties_healthAndDisabilitySummary_processId,string,,UUID:uk.gov.dwp.universe.wizard.ProcessId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.healthAndDisabilitySummary.reportingIllness,boolean,agent_todo_CHECK_WORKGROUP_AND_COMMITMENT_ON_HEALTH_AND_DISABILITY_CHANGE,toDoProperties_healthAndDisabilitySummary_reportingIllness,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.healthAndDisabilitySummary.restrictedAbilityToWork,boolean,agent_todo_CHECK_WORKGROUP_AND_COMMITMENT_ON_HEALTH_AND_DISABILITY_CHANGE,toDoProperties_healthAndDisabilitySummary_restrictedAbilityToWork,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.healthAndDisabilitySummary.confirmationRequired,boolean,agent_todo_CHECK_WORKGROUP_AND_COMMITMENT_ON_HEALTH_AND_DISABILITY_CHANGE,toDoProperties_healthAndDisabilitySummary_confirmationRequired,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.healthAndDisabilitySummary.perClaimant,boolean,agent_todo_CHECK_WORKGROUP_AND_COMMITMENT_ON_HEALTH_AND_DISABILITY_CHANGE,toDoProperties_healthAndDisabilitySummary_perClaimant,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.healthAndDisabilitySummary.type,string,agent_todo_CHECK_WORKGROUP_AND_COMMITMENT_ON_HEALTH_AND_DISABILITY_CHANGE,toDoProperties_healthAndDisabilitySummary_type,string,,JsonTypeName : HealthAndDisabilitySummary PII:UNKNOWN
agent-core,agentToDo,toDoProperties.message,string,agent_todo_CHECK_WORKGROUP_AND_COMMITMENT_ON_HEALTH_AND_DISABILITY_CHANGE,toDoProperties_message,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_CHECK_WORKGROUP_AND_COMMITMENT_ON_HEALTH_AND_DISABILITY_CHANGE,toDoProperties_type,string,,JsonTypeName : CHECK_WORKGROUP_AND_COMMITMENT_ON_HEALTH_AND_DISABILITY_CHANGE PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_CHECK_WORKGROUP_AND_COMMITMENT_ON_HEALTH_AND_DISABILITY_CHANGE,id,string,,
agent-core,agentToDo,toDoProperties.acceptCommitmentToDoDeadline,string,agent_todo_CONSIDER_CLOSING_CLAIM,toDoProperties_acceptCommitmentToDoDeadline,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,toDoProperties.acceptCommitmentToDoId,string,agent_todo_CONSIDER_CLOSING_CLAIM,toDoProperties_acceptCommitmentToDoId,string,,UUID:uk.gov.dwp.universe.todo.ClaimantToDoId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.annualVerificationEligibilityDate,string,agent_todo_CONSIDER_CLOSING_CLAIM,toDoProperties_annualVerificationEligibilityDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,toDoProperties.considerClaimClosureDate,string,agent_todo_CONSIDER_CLOSING_CLAIM,toDoProperties_considerClaimClosureDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,toDoProperties.considerClosingClaimReason,string,agent_todo_CONSIDER_CLOSING_CLAIM,toDoProperties_considerClosingClaimReason,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.deferrals[*].agentId,string,agent_todo_CONSIDER_CLOSING_CLAIM,toDoProperties_deferrals_agentId,string,,UUID:uk.gov.dwp.universe.identification.ids.AgentId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.deferrals[*].decisionNotes,string,agent_todo_CONSIDER_CLOSING_CLAIM,toDoProperties_deferrals_decisionNotes,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.deferrals[*].deferredFrom,string,agent_todo_CONSIDER_CLOSING_CLAIM,toDoProperties_deferrals_deferredFrom,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,toDoProperties.deferrals[*].deferredTo,string,agent_todo_CONSIDER_CLOSING_CLAIM,toDoProperties_deferrals_deferredTo,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_CONSIDER_CLOSING_CLAIM,toDoProperties_type,string,,JsonTypeName : CONSIDER_CLOSING_CLAIM PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_CONSIDER_CLOSING_CLAIM,id,string,,
agent-core,agentToDo,toDoProperties.notUkNational,boolean,agent_todo_DATA_GATHER_REFER_HRT_TO_DECISION_MAKER,toDoProperties_notUkNational,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.returnAfterAbsence,boolean,agent_todo_DATA_GATHER_REFER_HRT_TO_DECISION_MAKER,toDoProperties_returnAfterAbsence,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_DATA_GATHER_REFER_HRT_TO_DECISION_MAKER,toDoProperties_type,string,,JsonTypeName : DATA_GATHER_REFER_HRT_TO_DECISION_MAKER PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_DATA_GATHER_REFER_HRT_TO_DECISION_MAKER,id,string,,
agent-core,agentToDo,toDoProperties.dateOfBirthSummary.contractId,string,agent_todo_DATE_OF_BIRTH_SUMMARY,toDoProperties_dateOfBirthSummary_contractId,string,,UUID:uk.gov.dwp.universe.claim.ContractId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.dateOfBirthSummary.effectiveDate.hasDate,boolean,agent_todo_DATE_OF_BIRTH_SUMMARY,toDoProperties_dateOfBirthSummary_effectiveDate_hasDate,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.dateOfBirthSummary.effectiveDate.knownDate,string,agent_todo_DATE_OF_BIRTH_SUMMARY,toDoProperties_dateOfBirthSummary_effectiveDate_knownDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,toDoProperties.dateOfBirthSummary.effectiveDate.type,string,agent_todo_DATE_OF_BIRTH_SUMMARY,toDoProperties_dateOfBirthSummary_effectiveDate_type,string,,JsonTypeName : SPECIFIC_EFFECTIVE_DATE PII:UNKNOWN
agent-core,agentToDo,toDoProperties.dateOfBirthSummary.effectiveDate.date,string,agent_todo_DATE_OF_BIRTH_SUMMARY,toDoProperties_dateOfBirthSummary_effectiveDate_date,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,toDoProperties.dateOfBirthSummary.paymentEffectiveDate.hasDate,boolean,agent_todo_DATE_OF_BIRTH_SUMMARY,toDoProperties_dateOfBirthSummary_paymentEffectiveDate_hasDate,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.dateOfBirthSummary.paymentEffectiveDate.knownDate,string,agent_todo_DATE_OF_BIRTH_SUMMARY,toDoProperties_dateOfBirthSummary_paymentEffectiveDate_knownDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,toDoProperties.dateOfBirthSummary.paymentEffectiveDate.type,string,agent_todo_DATE_OF_BIRTH_SUMMARY,toDoProperties_dateOfBirthSummary_paymentEffectiveDate_type,string,,JsonTypeName : SPECIFIC_EFFECTIVE_DATE PII:UNKNOWN
agent-core,agentToDo,toDoProperties.dateOfBirthSummary.paymentEffectiveDate.date,string,agent_todo_DATE_OF_BIRTH_SUMMARY,toDoProperties_dateOfBirthSummary_paymentEffectiveDate_date,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,toDoProperties.dateOfBirthSummary.processId,string,agent_todo_DATE_OF_BIRTH_SUMMARY,toDoProperties_dateOfBirthSummary_processId,string,,UUID:uk.gov.dwp.universe.wizard.ProcessId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.dateOfBirthSummary.claimantId,string,agent_todo_DATE_OF_BIRTH_SUMMARY,toDoProperties_dateOfBirthSummary_claimantId,string,,UUID:uk.gov.dwp.universe.identification.ids.ClaimantId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.dateOfBirthSummary.confirmationRequired,boolean,agent_todo_DATE_OF_BIRTH_SUMMARY,toDoProperties_dateOfBirthSummary_confirmationRequired,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.dateOfBirthSummary.hideDetailsForPartnerDeclaration,boolean,agent_todo_DATE_OF_BIRTH_SUMMARY,toDoProperties_dateOfBirthSummary_hideDetailsForPartnerDeclaration,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.dateOfBirthSummary.perClaimant,boolean,agent_todo_DATE_OF_BIRTH_SUMMARY,toDoProperties_dateOfBirthSummary_perClaimant,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.dateOfBirthSummary.type,string,agent_todo_DATE_OF_BIRTH_SUMMARY,toDoProperties_dateOfBirthSummary_type,string,,JsonTypeName : DateOfBirthSummary PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_DATE_OF_BIRTH_SUMMARY,toDoProperties_type,string,,JsonTypeName : DATE_OF_BIRTH_SUMMARY PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_DATE_OF_BIRTH_SUMMARY,id,string,,
agent-core,agentToDo,toDoProperties.effectiveDate,string,agent_todo_DIFFERENCE_BETWEEN_CALCULATION_AND_PAYMENTS,toDoProperties_effectiveDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,toDoProperties.retrospectiveCalculationCorrelationId,string,agent_todo_DIFFERENCE_BETWEEN_CALCULATION_AND_PAYMENTS,toDoProperties_retrospectiveCalculationCorrelationId,string,,UUID:uk.gov.dwp.universe.calculator.calculate.RetrospectiveCalculationCorrelationId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_DIFFERENCE_BETWEEN_CALCULATION_AND_PAYMENTS,toDoProperties_type,string,,JsonTypeName : DIFFERENCE_BETWEEN_CALCULATION_AND_PAYMENTS PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_DIFFERENCE_BETWEEN_CALCULATION_AND_PAYMENTS,id,string,,
agent-core,agentToDo,toDoProperties.assessmentPeriodId,string,agent_todo_EARNINGS_SUPPLIED,toDoProperties_assessmentPeriodId,string,,UUID:uk.gov.dwp.universe.contract.assessment.period.AssessmentPeriodId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.message,string,agent_todo_EARNINGS_SUPPLIED,toDoProperties_message,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_EARNINGS_SUPPLIED,toDoProperties_type,string,,JsonTypeName : EARNINGS_SUPPLIED PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_EARNINGS_SUPPLIED,id,string,,
agent-core,agentToDo,toDoProperties.netEarningsForAssessmentPeriod,string,agent_todo_EARNINGS,toDoProperties_netEarningsForAssessmentPeriod,string,,Decimal:java.math.BigDecimal PII:UNKNOWN
agent-core,agentToDo,toDoProperties.type,string,agent_todo_EARNINGS,toDoProperties_type,string,,JsonTypeName : EARNINGS PII:UNKNOWN
agent-core,agentToDo,_id.toDoId,string,agent_todo_EARNINGS,id,string,,
agent-core,agentToDo,toDoProperties.claimant._version,string,agent_todo_END_OF_RELATIONSHIP_CONTACT_CLAIMANT,toDoProperties_claimant__version,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.claimant.citizenId,string,agent_todo_END_OF_RELATIONSHIP_CONTACT_CLAIMANT,toDoProperties_claimant_citizenId,string,,UUID:uk.gov.dwp.universe.identification.ids.ClaimantId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.claimant.contactPreference,string,agent_todo_END_OF_RELATIONSHIP_CONTACT_CLAIMANT,toDoProperties_claimant_contactPreference,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.claimant.contractId,string,agent_todo_END_OF_RELATIONSHIP_CONTACT_CLAIMANT,toDoProperties_claimant_contractId,string,,UUID:uk.gov.dwp.universe.claim.ContractId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.claimant.createdDateTime.d_date,string,agent_todo_END_OF_RELATIONSHIP_CONTACT_CLAIMANT,toDoProperties_claimant_createdDateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
agent-core,agentToDo,toDoProperties.claimant.declarationId,string,agent_todo_END_OF_RELATIONSHIP_CONTACT_CLAIMANT,toDoProperties_claimant_declarationId,string,,UUID:uk.gov.dwp.universe.declaration.DeclarationId PII:UNKNOWN
agent-core,agentToDo,toDoProperties.claimant.effectiveDate.hasDate,boolean,agent_todo_END_OF_RELATIONSHIP_CONTACT_CLAIMANT,toDoProperties_claimant_effectiveDate_hasDate,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.claimant.effectiveDate.knownDate,string,agent_todo_END_OF_RELATIONSHIP_CONTACT_CLAIMANT,toDoProperties_claimant_effectiveDate_knownDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,toDoProperties.claimant.effectiveDate.type,string,agent_todo_END_OF_RELATIONSHIP_CONTACT_CLAIMANT,toDoProperties_claimant_effectiveDate_type,string,,JsonTypeName : SPECIFIC_EFFECTIVE_DATE PII:UNKNOWN
agent-core,agentToDo,toDoProperties.claimant.effectiveDate.date,string,agent_todo_END_OF_RELATIONSHIP_CONTACT_CLAIMANT,toDoProperties_claimant_effectiveDate_date,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDo,toDoProperties.claimant.email,string,agent_todo_END_OF_RELATIONSHIP_CONTACT_CLAIMANT,toDoProperties_claimant_email,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.claimant.firstName,string,agent_todo_END_OF_RELATIONSHIP_CONTACT_CLAIMANT,toDoProperties_claimant_firstName,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.claimant.gender,string,agent_todo_END_OF_RELATIONSHIP_CONTACT_CLAIMANT,toDoProperties_claimant_gender,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.claimant.lastName,string,agent_todo_END_OF_RELATIONSHIP_CONTACT_CLAIMANT,toDoProperties_claimant_lastName,string,, PII:UNKNOWN
agent-core,agentToDo,toDoProperties.claimant.middleName,string,agent_todo_END_OF_RELATIONSHIP_CONTACT_CLAIMANT,toDoProperties_claimant_middleName,string,, PII:UNKNOWN
